cpu_usage,memory_usage,bandwidth_usage,packet_loss,network_load,active_users,request_rate,instance_count,time_of_day,is_peak_hour,latency,jitter,throughput,qos_status
61.55,52.24,81.32,1.65,75.72,331,882.04,2,21,1,115.12,30.33,83.37,Warning
68.67,63.39,82.95,2.44,71.05,595,625.39,2,2,0,116.57,28.87,75.51,Warning
56.78,55.53,60.9,1.28,69.8,650,702.58,3,4,0,79.81,25.06,94.04,Warning
69.61,50.28,59.05,0.72,71.5,540,1350.37,2,5,0,100.26,16.9,93.71,Warning
22.51,40.0,53.94,0.11,30.02,292,135.98,5,6,0,31.06,12.23,122.9,Good
24.8,25.44,44.83,0.99,31.86,260,400.06,5,22,0,42.34,12.24,106.67,Good
80.51,58.9,66.48,2.0,48.5,335,1214.34,2,13,0,104.37,24.09,90.67,Warning
63.64,70.56,81.13,1.49,68.61,675,1212.36,5,6,0,98.07,24.78,86.44,Warning
99.7,79.04,91.22,3.9,89.05,683,1594.06,3,3,0,160.04,38.08,51.21,Critical
26.03,23.5,25.28,0.84,34.54,249,346.22,3,10,1,45.51,16.28,113.06,Good
78.62,82.35,55.71,1.36,62.33,662,683.59,5,19,1,107.05,23.05,97.74,Warning
82.47,91.19,99.18,4.92,83.23,995,1670.43,1,1,0,168.83,46.87,32.88,Critical
67.76,79.04,83.0,1.43,63.25,674,696.85,2,16,0,113.04,21.14,91.47,Warning
15.74,40.68,20.33,0.08,18.71,90,87.8,4,6,0,21.08,8.17,126.1,Good
87.44,92.2,92.7,3.56,81.32,646,1776.13,2,22,0,155.06,37.75,52.58,Critical
96.46,97.53,93.66,4.64,97.84,601,1949.22,1,12,0,183.22,46.16,31.96,Critical
69.69,64.53,75.4,0.94,60.53,316,1251.66,4,20,1,89.36,22.53,89.4,Warning
48.41,39.51,36.97,0.73,36.2,117,570.03,5,15,0,53.41,12.2,118.13,Good
88.82,85.55,80.22,2.63,93.43,874,1405.6,3,16,0,135.34,33.12,62.87,Warning
51.46,55.61,24.23,1.0,21.93,225,257.58,6,15,0,38.65,12.6,122.17,Good
46.8,44.06,53.02,0.96,12.03,52,552.26,5,2,0,45.11,12.44,120.68,Good
86.42,96.89,87.9,3.27,90.18,691,1566.4,2,8,1,153.31,38.63,50.76,Critical
13.48,56.6,14.34,0.48,37.92,173,334.56,6,1,0,19.97,7.51,129.73,Good
60.6,83.85,70.4,2.24,52.83,332,1326.81,3,15,0,103.96,26.1,69.67,Warning
19.09,59.56,53.63,0.42,30.61,198,562.23,5,19,1,48.49,15.89,112.8,Good
48.23,59.63,28.68,0.81,35.1,172,524.21,5,12,0,48.73,13.25,119.68,Good
58.33,52.81,50.64,1.36,55.93,537,1392.41,3,8,1,94.17,21.73,96.23,Warning
26.83,23.31,10.15,0.96,49.85,280,83.73,4,4,0,32.03,11.86,119.34,Good
50.35,55.03,29.55,0.33,35.76,293,659.85,7,0,0,33.9,13.32,128.03,Good
13.94,28.2,35.25,0.99,43.75,45,554.53,7,23,0,23.97,14.83,114.8,Good
47.89,53.82,23.48,0.16,12.8,42,109.43,6,17,0,29.14,8.47,133.46,Good
80.74,77.82,88.24,3.98,80.65,784,1726.07,2,18,1,164.18,42.59,50.59,Critical
11.14,37.96,34.98,0.01,25.86,100,474.63,7,6,0,23.67,8.86,131.99,Good
73.36,82.84,84.62,2.19,84.42,341,1450.33,5,23,0,112.51,27.7,72.38,Warning
73.15,65.39,80.93,1.35,55.94,695,1118.8,2,5,0,105.55,18.92,73.13,Warning
21.74,29.73,11.37,0.96,33.81,292,434.77,3,20,1,49.38,16.11,116.11,Good
63.7,57.77,84.85,2.04,54.99,307,718.08,4,11,1,106.82,27.59,82.12,Warning
72.46,62.39,70.2,2.47,47.86,380,874.12,4,5,0,93.12,28.88,86.97,Warning
55.11,67.55,70.96,1.03,53.13,338,1149.5,5,14,0,77.85,19.04,100.56,Good
77.65,64.21,61.48,2.04,46.13,356,996.81,4,20,1,104.53,27.04,82.87,Warning
58.54,68.22,61.53,1.61,45.85,445,636.8,3,4,0,88.74,22.44,89.67,Warning
80.48,87.03,85.41,4.35,96.1,874,1740.57,1,14,0,170.59,43.51,42.48,Critical
91.83,93.45,88.8,4.52,99.41,846,1917.47,3,8,1,169.93,47.54,38.71,Critical
69.73,60.4,73.8,0.72,80.19,451,1017.72,3,2,0,98.39,21.95,88.81,Warning
32.11,45.52,13.24,0.95,27.31,206,428.15,5,15,0,34.58,9.83,120.29,Good
50.91,32.08,30.97,0.09,25.26,74,645.0,5,5,0,36.77,10.79,118.29,Good
81.25,81.1,82.58,2.12,50.87,250,1333.13,5,16,0,103.03,26.68,82.25,Warning
98.03,94.94,81.14,3.51,93.92,771,1767.19,1,15,0,175.47,39.83,48.89,Critical
99.5,93.84,88.75,4.87,88.53,834,1994.45,3,4,0,170.16,46.9,49.32,Critical
45.27,38.17,26.94,0.45,26.75,41,140.25,5,18,1,39.8,14.72,128.43,Good
97.91,82.61,89.49,4.22,95.89,773,1550.01,1,14,0,166.59,42.53,48.28,Critical
12.0,21.39,22.03,0.19,31.57,38,121.31,7,12,0,1.0,5.4,136.23,Good
73.81,80.87,60.49,1.12,54.85,464,1033.32,4,7,0,84.42,18.64,97.79,Warning
80.57,77.29,84.87,3.02,85.05,903,1452.05,1,6,0,148.58,36.72,56.51,Critical
28.77,43.02,30.27,0.62,26.16,159,107.88,3,9,1,51.35,9.36,112.63,Good
99.12,94.34,81.11,3.58,88.2,866,1510.03,1,7,0,160.85,42.31,47.12,Critical
31.4,23.14,11.31,0.89,44.34,60,323.3,3,5,0,48.62,12.46,111.6,Good
19.6,37.0,12.02,0.33,45.48,160,433.36,4,1,0,31.08,9.91,124.72,Good
16.8,25.37,15.01,0.33,43.21,256,113.0,7,0,0,17.03,10.29,135.7,Good
67.89,68.04,80.71,2.42,67.24,281,705.52,4,13,0,102.43,28.93,82.2,Warning
71.39,55.27,57.61,1.07,60.39,327,691.79,4,12,0,77.09,20.77,99.72,Warning
66.99,75.97,69.76,2.09,58.27,642,968.51,4,15,0,104.52,24.61,83.21,Warning
23.02,44.04,54.84,0.05,41.14,59,242.52,5,6,0,31.27,7.77,121.63,Good
14.85,41.75,14.6,0.83,20.13,285,253.48,7,2,0,19.74,7.49,137.37,Good
43.81,22.3,19.12,0.15,10.19,294,683.45,7,13,0,17.65,8.04,152.21,Good
24.6,45.27,12.01,0.59,38.98,92,426.55,6,3,0,39.24,9.78,120.92,Good
32.68,35.98,24.61,0.82,43.12,269,552.9,5,10,1,60.82,18.01,112.83,Good
73.45,79.0,73.03,1.23,61.72,303,1295.93,2,9,1,118.44,23.36,84.23,Warning
36.28,21.95,52.24,0.33,29.08,176,324.53,3,5,0,40.21,6.57,102.95,Good
93.62,97.04,94.61,4.88,97.72,658,1740.68,2,12,0,184.76,44.72,34.45,Critical
11.32,40.1,50.35,0.8,11.14,224,549.37,6,12,0,23.99,11.82,119.14,Good
43.26,37.13,22.45,0.31,15.4,209,143.55,7,7,0,15.91,8.96,128.79,Good
60.45,60.47,60.51,2.48,58.05,562,1192.22,2,6,0,104.24,27.06,81.74,Warning
83.01,73.47,56.64,0.79,52.05,670,1279.77,3,6,0,95.17,18.59,96.25,Warning
22.76,22.2,22.39,0.92,17.5,244,439.99,5,21,1,29.68,11.82,131.9,Good
17.85,55.55,32.31,0.9,12.52,182,469.25,5,15,0,31.48,6.78,128.08,Good
83.41,77.37,90.37,4.12,96.7,810,1869.14,1,23,0,159.49,42.51,47.47,Critical
99.68,99.23,98.28,3.59,83.33,876,1410.35,3,3,0,149.58,34.64,51.86,Critical
79.93,73.62,82.78,1.39,55.89,487,1460.01,3,19,1,112.96,25.69,92.26,Warning
87.49,81.54,83.39,4.02,85.05,731,1612.78,2,4,0,149.6,39.17,44.46,Critical
24.39,51.12,19.7,0.95,29.72,194,511.58,3,4,0,37.53,11.94,123.2,Good
35.67,47.74,10.08,0.84,12.25,139,676.3,6,7,0,22.33,8.85,139.69,Good
72.45,55.83,73.41,2.4,48.08,443,1200.59,5,17,0,99.69,28.2,89.14,Warning
61.85,79.69,51.91,1.43,64.01,392,1369.72,4,20,1,94.05,22.8,93.91,Warning
88.11,87.25,85.29,3.78,95.33,900,1536.41,2,4,0,152.08,41.75,44.13,Critical
65.24,56.85,58.5,1.85,61.32,518,1359.6,3,19,1,105.53,30.51,88.46,Warning
93.77,91.17,90.95,3.7,99.92,658,1406.1,3,13,0,150.35,39.53,57.03,Critical
99.34,88.52,90.21,2.53,83.61,904,1698.87,2,4,0,147.46,34.01,59.19,Critical
57.35,82.73,70.65,2.01,54.62,400,972.91,5,21,1,100.36,23.86,90.22,Warning
56.28,50.8,83.51,1.79,78.01,395,695.59,2,22,0,110.08,24.48,76.45,Warning
80.7,53.93,82.08,2.34,45.54,342,1486.15,3,1,0,113.57,22.32,79.08,Warning
50.67,40.68,34.53,0.01,14.0,125,332.72,5,13,0,36.35,6.4,129.67,Good
17.93,35.06,21.91,0.61,39.78,229,454.02,6,13,0,30.32,9.55,127.34,Good
80.86,63.5,84.42,1.86,59.28,494,1068.78,5,7,0,99.5,23.87,84.61,Warning
63.65,83.28,59.31,0.86,80.98,292,1317.55,3,15,0,93.13,21.9,95.96,Warning
39.96,37.9,41.82,0.84,11.58,129,130.06,6,19,1,45.71,13.72,117.67,Good
78.8,72.4,75.01,0.68,46.11,301,984.33,5,5,0,76.87,15.35,94.0,Good
32.76,55.91,37.81,0.79,34.03,111,546.77,3,4,0,54.66,18.4,111.23,Good
64.49,58.09,52.58,1.94,56.57,345,926.11,4,20,1,90.63,24.6,98.27,Warning
21.63,53.5,23.77,0.48,11.25,209,611.53,6,1,0,22.69,5.39,136.01,Good
32.97,55.25,11.93,0.51,12.04,190,525.74,7,2,0,19.48,6.12,140.18,Good
67.83,65.14,52.82,2.05,55.12,311,1178.95,3,20,1,103.51,25.86,85.5,Warning
34.7,38.15,15.49,0.67,10.82,30,230.99,5,17,0,21.95,4.79,129.81,Good
95.23,75.09,84.47,4.18,87.97,672,1919.3,3,12,0,154.61,44.62,58.5,Critical
26.8,22.03,36.44,0.46,40.43,73,333.93,4,9,1,47.7,16.72,121.36,Good
49.96,43.43,27.21,0.17,41.34,198,562.3,3,18,1,64.39,13.55,119.78,Good
75.02,79.29,62.27,1.09,58.75,404,1409.27,4,0,0,81.22,20.02,101.26,Warning
72.67,72.94,83.9,2.01,52.06,385,1379.82,3,5,0,115.47,25.48,83.13,Warning
70.38,79.04,82.52,1.96,75.39,694,769.88,3,14,0,112.81,29.25,75.77,Warning
84.38,83.1,63.75,2.09,70.45,465,1438.06,4,9,1,112.31,30.07,88.42,Warning
80.15,67.3,79.87,1.6,84.39,512,1046.92,5,9,1,108.58,30.73,79.43,Warning
72.93,77.62,51.69,1.43,81.91,462,697.87,3,13,0,100.0,23.88,86.72,Warning
53.18,47.82,27.96,0.28,19.41,140,632.26,3,10,1,55.19,10.46,120.44,Good
33.59,55.59,14.92,0.27,37.3,34,478.03,6,16,0,22.26,8.02,132.83,Good
12.07,29.84,28.85,0.37,20.92,68,274.11,3,17,0,27.95,5.56,129.79,Good
87.94,77.52,95.83,3.88,99.6,729,1668.24,2,7,0,160.01,42.37,37.76,Critical
73.37,61.97,78.82,0.71,50.7,315,1321.59,3,10,1,104.95,18.95,90.89,Warning
60.52,57.44,53.04,1.23,78.0,682,952.4,4,9,1,94.6,25.8,94.33,Warning
98.1,87.86,81.02,3.99,86.68,897,1406.19,2,13,0,158.95,39.35,47.8,Critical
82.43,91.85,97.88,2.91,84.29,614,1705.07,1,4,0,147.64,36.58,53.96,Critical
44.22,29.3,26.82,0.09,27.83,33,605.25,3,17,0,34.37,6.51,125.68,Good
91.68,87.68,85.25,4.14,88.89,976,1771.83,3,19,1,170.3,42.32,54.58,Critical
81.91,81.47,97.01,4.37,99.84,895,1424.33,1,10,1,176.06,49.25,40.0,Critical
33.36,33.86,39.08,0.16,36.13,98,416.97,7,11,1,32.11,10.91,123.13,Good
82.25,58.23,73.71,1.55,49.18,276,1164.53,2,18,1,111.83,21.41,81.2,Warning
62.04,59.83,73.96,1.58,45.58,307,1228.61,2,11,1,87.09,21.21,90.28,Warning
97.81,83.05,92.91,4.72,90.17,668,1880.51,1,7,0,177.54,44.9,32.29,Critical
63.95,63.02,78.31,2.45,79.79,681,868.24,3,10,1,122.62,32.72,75.65,Warning
49.36,42.35,12.07,0.89,23.96,124,227.25,5,5,0,31.21,8.89,137.75,Good
89.69,91.14,81.09,4.74,86.54,667,1941.7,1,1,0,173.82,46.35,46.13,Critical
96.24,90.25,93.17,2.87,89.4,740,1643.27,2,8,1,150.92,36.85,60.2,Critical
64.82,56.27,71.65,1.82,64.34,603,1299.58,2,0,0,105.08,26.88,75.29,Warning
60.37,64.39,78.9,0.66,59.96,259,1418.58,3,0,0,88.21,17.4,84.02,Warning
61.6,65.52,65.11,2.05,82.7,559,767.47,2,8,1,116.26,33.06,75.77,Warning
97.18,85.07,92.74,3.66,87.33,853,1703.45,1,6,0,165.62,38.77,40.84,Critical
45.86,48.12,32.79,0.31,28.42,237,77.78,7,5,0,27.97,8.12,133.82,Good
86.43,97.97,93.25,4.09,98.31,636,1882.56,2,15,0,163.06,43.17,37.51,Critical
63.36,79.34,57.26,2.08,78.99,600,1164.0,2,0,0,103.57,25.02,74.04,Warning
84.1,79.16,83.64,4.32,97.76,623,1474.66,2,2,0,153.57,43.73,42.42,Critical
68.26,59.26,79.86,1.26,72.99,411,760.77,2,20,1,108.58,28.56,76.7,Warning
97.44,94.02,80.48,3.46,80.12,763,1687.14,3,17,0,145.21,36.86,57.8,Critical
65.57,57.84,60.92,0.5,57.96,696,1096.08,2,20,1,96.56,26.66,83.94,Warning
93.91,80.93,80.51,4.45,82.59,841,1423.12,1,18,1,170.59,44.52,37.02,Critical
20.65,58.34,10.92,0.36,11.55,64,345.56,5,21,1,39.85,4.92,138.14,Good
80.56,60.03,52.75,0.91,62.56,674,905.29,5,22,0,82.71,20.52,101.35,Warning
67.25,77.1,82.57,0.67,77.01,661,771.77,5,19,1,88.24,24.92,93.72,Warning
93.82,83.15,89.28,3.62,85.5,947,1457.76,3,20,1,162.52,44.95,52.92,Critical
89.44,87.59,84.59,4.12,97.76,905,1959.86,1,18,1,173.53,44.88,44.39,Critical
97.77,96.53,93.06,3.75,97.49,772,1532.8,3,7,0,151.42,40.59,54.39,Critical
77.6,70.34,63.12,2.19,84.95,640,701.67,5,18,1,114.69,29.95,89.69,Warning
46.11,58.77,54.21,0.42,12.82,281,227.92,7,19,1,49.36,13.55,126.35,Good
86.15,75.22,86.45,3.46,95.22,650,1825.73,1,19,1,162.64,46.1,53.21,Critical
81.64,87.07,97.88,3.32,88.89,969,1738.1,2,6,0,153.65,36.06,52.59,Critical
67.31,51.25,80.76,2.11,70.32,261,746.35,3,0,0,96.95,28.51,81.84,Warning
79.64,84.09,83.97,2.46,78.86,295,651.68,2,4,0,116.75,27.84,68.95,Warning
61.13,72.84,84.3,1.5,69.25,501,1427.65,4,19,1,107.31,28.76,80.79,Warning
42.54,53.29,21.46,0.19,15.81,157,223.67,7,16,0,24.78,4.8,130.66,Good
96.45,86.41,89.33,4.45,95.43,683,1892.21,1,2,0,170.29,39.6,44.53,Critical
18.84,28.22,13.71,0.45,30.32,121,318.03,7,4,0,21.76,9.4,133.83,Good
73.18,67.6,82.18,1.74,59.64,693,1335.56,5,2,0,104.17,26.85,90.68,Warning
95.08,89.12,91.96,3.3,83.54,634,1509.21,2,17,0,153.15,35.25,48.94,Critical
79.49,57.64,79.09,1.81,53.81,403,777.14,2,16,0,94.73,25.66,81.64,Warning
32.87,27.95,45.19,0.68,13.89,134,381.63,3,6,0,29.73,12.14,113.82,Good
52.27,48.4,14.65,0.62,26.78,249,101.37,7,3,0,30.01,8.22,130.54,Good
11.09,21.85,47.6,0.8,15.63,246,296.78,3,4,0,31.29,8.4,122.44,Good
83.97,56.68,50.58,1.14,50.99,323,1292.71,4,3,0,82.76,17.78,101.68,Warning
52.19,35.99,14.21,0.5,17.62,23,258.23,3,21,1,42.77,6.97,126.41,Good
67.25,58.49,56.86,1.82,78.93,277,821.4,3,5,0,96.65,26.08,78.62,Warning
80.96,59.97,62.78,1.56,63.4,607,1332.97,5,16,0,91.71,22.77,90.87,Warning
13.41,27.94,45.41,0.8,49.86,65,89.28,6,16,0,36.74,12.48,109.96,Good
91.56,99.35,92.54,4.26,81.78,842,1518.4,1,11,1,171.28,44.69,46.37,Critical
57.65,52.53,82.07,0.5,72.96,288,1051.1,4,8,1,93.61,20.16,96.34,Warning
51.19,32.01,15.01,0.68,18.67,182,456.88,5,12,0,37.27,7.91,124.56,Good
53.0,23.41,44.7,0.54,12.46,41,658.11,3,9,1,43.91,9.64,112.42,Good
59.29,76.34,79.59,1.48,83.26,456,1182.94,2,14,0,108.27,29.23,73.81,Warning
31.43,21.99,49.74,0.56,21.72,205,593.04,4,1,0,37.19,9.69,118.94,Good
38.97,37.48,19.82,0.28,34.76,85,615.33,6,23,0,28.56,10.95,133.67,Good
52.69,54.44,52.9,0.73,26.48,279,144.2,4,3,0,59.64,16.69,113.81,Good
34.69,33.65,41.34,0.99,37.56,186,638.69,5,18,1,51.01,17.15,115.17,Good
97.66,89.85,94.6,4.88,97.01,925,1618.58,1,5,0,169.31,43.47,35.29,Critical
69.0,74.13,82.0,0.9,77.85,634,936.25,2,7,0,108.45,25.09,79.24,Warning
60.1,75.02,74.15,2.27,67.69,589,1157.45,3,15,0,101.58,25.5,84.09,Warning
83.26,83.18,64.64,1.86,84.2,572,731.34,5,1,0,108.43,28.55,82.26,Warning
93.32,78.33,90.39,4.09,97.97,600,1876.54,3,4,0,170.34,44.99,49.66,Critical
79.4,71.78,72.87,0.56,48.54,399,620.28,5,3,0,82.34,12.33,100.36,Warning
60.92,84.96,78.16,2.12,67.75,447,952.45,4,23,0,99.35,24.81,80.79,Warning
89.87,77.73,93.41,4.35,90.0,710,1451.83,3,22,0,153.03,47.59,44.69,Critical
82.79,81.32,82.47,3.57,87.74,722,1824.45,1,17,0,145.38,35.38,57.55,Critical
73.15,51.64,81.77,0.66,65.11,254,1353.31,5,10,1,90.9,25.29,101.49,Warning
82.39,59.39,81.38,1.06,56.58,553,953.06,5,14,0,87.24,20.02,94.12,Warning
93.85,90.58,92.13,3.49,96.47,650,1447.52,3,16,0,153.18,39.03,48.14,Critical
75.73,54.93,80.92,0.51,84.16,366,1035.42,5,3,0,95.27,25.78,90.2,Warning
79.04,60.01,60.48,1.68,55.4,458,711.15,3,14,0,99.04,21.78,90.13,Warning
96.11,81.95,83.4,3.25,84.54,815,1750.94,1,0,0,160.57,37.62,50.29,Critical
69.17,84.89,59.88,1.29,72.06,622,844.4,5,7,0,88.06,23.69,95.73,Warning
63.49,84.06,82.71,1.7,57.62,473,1194.31,4,10,1,106.94,28.07,85.03,Warning
81.2,81.66,86.01,2.96,86.24,996,1496.07,3,1,0,133.03,35.75,59.89,Warning
79.82,70.83,78.36,0.77,60.98,474,932.98,4,6,0,90.42,23.08,92.84,Warning
88.56,93.93,94.54,3.93,93.82,851,1828.18,1,21,1,181.34,44.87,42.2,Critical
20.99,21.18,54.23,0.24,24.68,129,124.17,3,15,0,33.97,9.43,110.62,Good
93.97,92.67,89.06,4.53,98.17,663,1504.97,2,13,0,162.13,42.9,41.69,Critical
77.81,83.44,76.73,1.95,84.66,452,736.02,4,5,0,107.77,24.71,85.44,Warning
69.12,51.69,61.04,0.75,64.56,381,1258.86,2,1,0,95.54,19.13,90.2,Warning
64.27,84.52,69.74,1.55,68.15,485,819.19,4,13,0,95.2,25.71,85.08,Warning
99.15,86.17,83.17,4.74,97.81,988,1716.05,2,3,0,179.41,45.69,43.14,Critical
60.87,61.85,68.66,2.34,70.13,558,1440.62,5,19,1,104.49,31.96,83.11,Warning
84.26,66.22,75.28,1.54,47.78,325,1014.14,3,15,0,91.92,24.11,91.44,Warning
66.49,68.27,71.12,2.2,60.78,487,754.74,3,0,0,103.18,27.28,84.24,Warning
43.69,23.26,32.23,0.37,46.21,268,122.39,5,0,0,27.15,14.5,115.29,Good
95.38,88.09,93.29,4.96,87.95,687,1720.11,3,18,1,169.62,47.57,41.37,Critical
29.18,45.99,33.26,0.38,32.48,42,465.41,4,1,0,37.93,10.68,122.7,Good
96.76,80.8,90.39,4.15,99.75,652,1576.72,2,19,1,161.37,48.06,45.91,Critical
86.05,98.28,97.37,4.06,80.37,643,1766.12,2,8,1,166.22,41.7,48.5,Critical
87.74,78.43,87.18,2.82,86.08,915,1759.86,1,4,0,148.5,35.4,54.42,Critical
61.24,51.42,54.86,1.04,80.28,478,1050.42,3,15,0,91.55,23.85,89.51,Warning
56.35,75.14,57.97,1.48,54.67,340,1143.72,2,14,0,90.79,22.0,74.74,Warning
60.94,66.15,74.25,2.43,76.58,549,751.7,3,0,0,107.81,28.99,81.68,Warning
27.38,23.74,25.42,0.97,47.69,220,88.36,7,10,1,33.59,17.28,136.14,Good
64.75,80.32,66.96,1.95,73.24,399,758.93,4,11,1,106.12,32.25,95.24,Warning
48.52,54.53,31.07,0.63,36.4,232,227.28,3,13,0,57.75,12.28,115.3,Good
14.02,52.66,50.19,0.35,24.12,75,476.6,4,21,1,53.02,11.08,113.08,Good
64.87,58.35,52.75,1.51,66.49,598,761.42,3,13,0,81.63,19.93,93.62,Warning
97.71,86.78,84.86,3.06,96.12,908,1782.84,1,15,0,162.38,35.55,46.83,Critical
79.98,68.31,71.64,1.33,50.98,623,1221.49,4,7,0,102.76,23.01,99.63,Warning
49.46,22.84,37.26,0.48,22.73,104,476.58,3,9,1,44.53,13.3,117.49,Good
61.04,53.01,58.03,1.18,58.35,443,989.46,4,3,0,80.72,19.75,95.27,Warning
74.97,68.08,80.16,1.24,61.39,635,1117.18,5,12,0,89.25,22.11,93.45,Warning
71.18,64.35,70.06,0.8,49.8,552,664.21,4,23,0,81.49,17.3,99.15,Warning
51.38,53.46,26.94,0.73,44.18,90,549.02,7,9,1,59.73,16.33,118.81,Good
23.19,49.59,16.3,0.78,30.94,39,257.58,5,14,0,26.48,12.65,130.9,Good
21.44,26.17,43.65,0.21,16.09,235,516.85,6,22,0,19.1,5.36,129.18,Good
55.15,81.14,72.16,1.38,58.25,495,1417.6,3,17,0,96.06,23.16,92.38,Warning
75.67,68.89,70.24,0.95,63.22,542,1239.56,5,4,0,95.08,16.72,95.04,Warning
66.05,53.71,54.88,1.55,51.99,673,1295.75,5,9,1,80.48,24.67,106.7,Warning
37.64,47.18,13.78,0.31,10.22,119,89.14,6,10,1,31.14,11.14,140.62,Good
88.77,91.28,83.24,4.24,94.62,942,1570.17,2,13,0,165.09,45.73,42.07,Critical
84.38,83.79,77.99,2.41,53.19,287,794.18,2,22,0,118.16,26.87,67.16,Warning
23.51,55.61,36.2,0.45,32.73,156,679.28,4,1,0,37.45,12.34,120.83,Good
62.1,69.86,52.38,2.2,70.98,472,718.55,4,19,1,98.86,31.46,90.95,Warning
29.22,49.79,35.82,0.55,16.3,187,534.24,7,9,1,30.23,9.05,128.61,Good
92.85,86.25,91.71,3.45,89.31,753,1675.83,3,1,0,145.18,39.29,61.27,Critical
82.43,98.19,97.33,2.61,99.54,714,1859.44,3,8,1,156.83,40.04,43.4,Critical
31.91,24.3,50.89,0.71,42.21,33,456.19,5,21,1,45.86,19.43,114.32,Good
13.8,26.85,48.83,0.61,19.48,213,462.33,3,22,0,42.82,10.51,115.47,Good
69.56,73.39,84.23,2.47,65.37,584,1309.48,3,1,0,119.55,29.78,74.52,Warning
51.38,59.6,49.18,0.34,21.12,132,540.69,4,20,1,49.11,12.43,115.88,Good
62.24,55.0,72.03,2.31,83.22,667,1186.05,3,17,0,109.25,32.63,76.62,Warning
67.76,64.91,82.78,0.64,52.72,472,1411.28,3,15,0,87.12,17.52,89.47,Warning
53.35,55.45,25.59,0.47,21.41,249,425.93,4,6,0,55.8,10.81,121.58,Good
95.29,78.81,83.31,3.38,85.28,657,1631.68,3,15,0,148.13,40.69,60.29,Critical
99.5,85.94,81.66,4.22,89.97,975,1592.41,1,1,0,166.15,44.06,44.7,Critical
23.36,35.41,22.48,0.45,25.39,292,261.15,3,9,1,34.12,13.94,118.6,Good
64.7,74.66,67.84,0.88,51.96,386,933.66,2,21,1,91.55,21.22,96.71,Warning
93.22,99.93,97.86,2.86,87.98,676,1679.65,3,10,1,155.31,39.09,63.25,Critical
56.35,53.28,71.73,2.18,79.95,461,1376.02,5,16,0,99.43,32.48,76.21,Warning
97.23,96.62,88.13,2.77,99.96,690,1971.16,2,0,0,145.57,35.67,48.15,Critical
60.33,81.64,62.24,0.67,51.18,367,1487.37,5,11,1,88.48,18.22,102.97,Warning
23.94,33.52,20.14,0.85,12.6,47,188.17,3,1,0,38.41,13.99,108.54,Good
45.13,49.7,52.93,0.51,31.92,118,315.68,5,9,1,57.56,13.41,107.52,Good
25.59,58.86,53.97,0.33,48.55,198,187.8,7,13,0,31.82,13.87,126.74,Good
57.46,70.12,63.78,1.47,70.22,342,1156.72,4,2,0,84.15,20.5,83.16,Warning
80.26,80.09,71.97,1.67,62.08,612,1216.78,5,12,0,100.43,26.0,97.89,Warning
17.52,57.11,51.09,0.24,16.72,271,170.08,4,1,0,40.45,3.74,121.52,Good
81.57,78.26,81.69,3.85,85.34,997,1403.48,1,1,0,157.51,40.44,48.82,Critical
83.24,75.74,80.08,4.78,83.04,699,1456.86,3,4,0,151.16,42.97,51.1,Critical
81.73,75.69,83.64,2.02,56.92,413,744.99,5,4,0,95.48,29.34,90.19,Warning
43.6,25.75,11.18,0.52,33.26,152,116.69,4,20,1,38.08,12.37,127.51,Good
58.71,67.41,76.72,0.65,51.54,309,914.63,4,16,0,81.4,20.38,98.81,Warning
52.38,41.6,47.84,0.53,40.88,278,420.82,5,13,0,47.07,12.14,120.35,Good
15.74,47.7,24.92,0.44,35.02,149,569.9,7,5,0,21.39,9.98,135.85,Good
68.01,61.56,65.46,0.53,47.21,270,1153.81,2,4,0,75.75,10.5,95.82,Good
86.27,93.26,90.33,3.65,81.13,627,1943.95,3,17,0,155.57,37.58,58.39,Critical
58.91,77.24,57.01,2.23,63.1,402,803.75,2,18,1,112.92,26.63,74.07,Warning
80.93,71.9,64.45,2.34,78.41,439,647.88,5,12,0,109.89,29.01,89.11,Warning
38.61,38.82,22.38,0.97,12.2,270,153.52,6,0,0,36.11,8.78,132.77,Good
31.43,57.82,22.15,0.15,29.42,242,366.41,5,15,0,35.11,8.82,129.26,Good
16.9,25.31,13.84,0.3,19.17,64,262.74,6,14,0,2.76,4.79,146.61,Good
90.31,96.37,95.7,2.89,84.91,706,1498.32,3,5,0,145.99,34.51,63.48,Critical
41.12,21.25,28.42,0.61,25.44,281,142.58,4,22,0,33.4,7.88,123.5,Good
55.44,74.32,60.46,1.81,73.26,502,1495.41,4,3,0,94.63,24.81,93.37,Warning
66.38,51.01,77.66,1.41,66.24,364,1015.08,2,15,0,99.73,23.67,83.95,Warning
67.53,53.97,52.24,2.46,70.69,473,681.29,4,2,0,91.47,29.1,78.74,Warning
82.66,91.3,80.65,2.75,94.46,814,1744.59,3,4,0,144.58,37.75,64.7,Warning
14.23,32.06,31.75,0.21,23.35,176,298.02,5,6,0,19.5,8.55,126.94,Good
55.47,83.07,83.99,2.35,65.07,252,869.55,3,21,1,112.3,32.24,74.98,Warning
50.58,26.2,23.7,0.79,42.25,277,291.11,3,9,1,56.92,12.29,115.55,Good
48.7,43.38,17.7,0.87,20.14,68,264.56,7,5,0,29.76,7.94,131.76,Good
44.21,20.1,15.19,0.1,22.72,233,154.55,4,7,0,23.39,5.6,129.19,Good
83.55,71.25,76.5,2.44,51.13,554,1288.96,5,11,1,119.43,30.58,77.55,Warning
